"Local time in Tallinn (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.06.2022 15:00";"20.8";"755.0";"757.9";"0.1";"42";"Calm, no wind";"0";"";"";"70 – 80%.";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"8.4";"21.9";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"7.2";"No precipitation";"3";"";"";"";"";
"22.06.2022 14:00";"21.4";"755.0";"757.9";"0.2";"45";"Wind blowing from the north";"2";"";"";"50%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"8.4";"21.6";"";"50%.";"2500 or more, or no clouds.";"";"";"35.0";"8.8";"No precipitation";"3";"";"";"";"";
"22.06.2022 13:00";"20.9";"754.9";"757.9";"0.3";"40";"Wind blowing from the west";"3";"";"";"60%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"8.4";"21.2";"";"60%.";"2500 or more, or no clouds.";"";"";"35.0";"6.9";"No precipitation";"3";"";"";"";"";
"22.06.2022 12:00";"20.7";"754.9";"757.8";"0.5";"48";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"8.4";"20.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"9.3";"No precipitation";"3";"";"";"";"";
"22.06.2022 11:00";"20.0";"754.8";"757.7";"0.8";"49";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"8.4";"20.6";"";"20–30%.";"1500-2000";"";"";"35.0";"8.8";"No precipitation";"3";"";"";"";"";
"22.06.2022 10:00";"19.2";"754.6";"757.6";"0.7";"50";"Wind blowing from the north-west";"1";"";"";"20–30%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"8.4";"19.7";"";"20–30%.";"1500-2000";"";"";"35.0";"8.6";"No precipitation";"3";"";"";"";"";
"22.06.2022 09:00";"18.6";"754.4";"757.3";"0.7";"51";"Wind blowing from the north-northwest";"2";"";"";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"8.4";"18.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1500-2000";"Altocumulus castellanus or floccus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"8.1";"No precipitation";"12";"";"";"";"";
"22.06.2022 08:00";"16.9";"754.0";"757.0";"0.5";"71";"Wind blowing from the west";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"8.4";"17.6";"";"";"";"";"";"35.0";"11.5";"No precipitation";"3";"";"";"";"";
"22.06.2022 07:00";"14.6";"753.9";"756.9";"0.5";"82";"Wind blowing from the south-west";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"8.4";"18.3";"";"";"";"";"";"35.0";"11.6";"No precipitation";"3";"";"";"";"";
"22.06.2022 06:00";"11.9";"753.7";"756.7";"0.2";"89";"Wind blowing from the south-southwest";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.4";"18.5";"";"";"";"";"";"35.0";"10.1";"No precipitation";"3";"";"";"";"";
"22.06.2022 05:00";"9.5";"753.5";"756.5";"0.1";"94";"Wind blowing from the west-southwest";"1";"";"";"40%.";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"8.4";"19.6";"";"40%.";"1500-2000";"";"";"35.0";"8.5";"No precipitation";"3";"";"";"";"";
"22.06.2022 04:00";"8.5";"753.4";"756.5";"0.0";"95";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"8.4";"20.0";"";"10%  or less, but not 0";"1500-2000";"";"";"35.0";"7.8";"No precipitation";"3";"";"";"";"";
"22.06.2022 03:00";"9.6";"753.5";"756.5";"-0.1";"94";"Wind blowing from the west-southwest";"1";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.8";"20.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"8.6";"No precipitation";"3";"";"";"";"";
"22.06.2022 02:00";"9.1";"753.4";"756.4";"0.1";"97";"Wind blowing from the south-southwest";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"8.8";"20.1";"";"";"";"";"";"35.0";"8.6";"No precipitation";"3";"";"";"";"";
"22.06.2022 01:00";"9.5";"753.4";"756.4";"0.6";"95";"Wind blowing from the south-southwest";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"9.5";"20.1";"";"";"";"";"";"35.0";"8.8";"No precipitation";"3";"";"";"";"";
"22.06.2022 00:00";"10.8";"753.6";"756.6";"0.9";"91";"Wind blowing from the west-southwest";"1";"";"";"50%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.8";"20.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"9.4";"No precipitation";"3";"";"";"";"";
"21.06.2022 23:00";"12.1";"753.3";"756.3";"0.5";"88";"Wind blowing from the south-southeast";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.1";"20.1";"";"";"";"";"";"35.0";"10.2";"No precipitation";"3";"";"";"";"";
"21.06.2022 22:00";"14.7";"752.8";"755.8";"0.1";"75";"Wind blowing from the north";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"14.7";"20.1";"";"";"";"";"";"35.0";"10.2";"No precipitation";"3";"";"";"";"";
"21.06.2022 21:00";"16.5";"752.7";"755.6";"0.2";"62";"Wind blowing from the north";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"15.5";"20.1";"";"";"";"";"";"35.0";"9.1";"No precipitation";"12";"";"";"";"";
"21.06.2022 20:00";"17.1";"752.8";"755.8";"0.5";"58";"Wind blowing from the north-northwest";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"14.4";"20.1";"";"";"";"";"";"35.0";"8.6";"No precipitation";"3";"";"";"";"";
"21.06.2022 19:00";"16.9";"752.7";"755.6";"0.5";"58";"Wind blowing from the north";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.7";"20.1";"";"";"";"";"";"35.0";"8.6";"No precipitation";"3";"";"";"";"";
"21.06.2022 18:00";"17.5";"752.5";"755.4";"0.2";"65";"Wind blowing from the north-northwest";"3";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"10.9";"20.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"10.7";"No precipitation";"3";"";"";"";"";
"21.06.2022 17:00";"18.7";"752.3";"755.2";"0.0";"52";"Wind blowing from the north";"4";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"9.1";"20.1";"";"";"";"";"";"35.0";"8.5";"No precipitation";"3";"";"";"";"";
"21.06.2022 16:00";"19.5";"752.2";"755.2";"-0.1";"48";"Wind blowing from the north";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"6.5";"20.1";"";"";"";"";"";"35.0";"8.0";"No precipitation";"3";"";"";"";"";
"21.06.2022 15:00";"19.0";"752.3";"755.2";"0.1";"49";"Wind blowing from the north-east";"3";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"6.4";"19.9";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"7.9";"No precipitation";"3";"";"";"";"";
"21.06.2022 14:00";"18.6";"752.3";"755.2";"0.3";"50";"Wind blowing from the north-east";"4";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"6.4";"19.5";"";"";"";"";"";"35.0";"7.9";"No precipitation";"3";"";"";"";"";
"21.06.2022 13:00";"18.3";"752.3";"755.2";"0.4";"54";"Wind blowing from the north-northeast";"4";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"6.4";"19.5";"";"";"";"";"";"35.0";"8.7";"No precipitation";"3";"";"";"";"";
"21.06.2022 12:00";"18.7";"752.2";"755.1";"0.4";"55";"Wind blowing from the north-east";"4";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"6.4";"19.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"9.5";"No precipitation";"3";"";"";"";"";
"21.06.2022 11:00";"17.9";"752.0";"754.9";"0.3";"60";"Wind blowing from the north-northeast";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"6.4";"18.1";"";"";"";"";"";"35.0";"9.9";"No precipitation";"3";"";"";"";"";
"21.06.2022 10:00";"17.2";"751.9";"754.8";"0.1";"67";"Wind blowing from the north-northeast";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"6.4";"17.4";"";"";"";"";"";"35.0";"10.9";"No precipitation";"3";"";"";"";"";
"21.06.2022 09:00";"15.5";"751.8";"754.8";"-0.1";"76";"Wind blowing from the north-northeast";"3";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"6.4";"16.1";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"35.0";"11.2";"No precipitation";"12";"";"";"";"";
"21.06.2022 08:00";"14.5";"751.7";"754.7";"-0.2";"82";"Wind blowing from the north-east";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"6.4";"14.9";"";"";"";"";"";"35.0";"11.5";"No precipitation";"3";"";"";"";"";
"21.06.2022 07:00";"12.8";"751.8";"754.7";"-0.1";"93";"Wind blowing from the north-east";"1";"";"";"60%.";"No significant weather observed. ";"Fog";"No significant weather observed.";"6.4";"15.5";"";"60%.";"100-200";"";"";"22.0";"11.7";"No precipitation";"3";"";"";"";"";
"21.06.2022 06:00";"11.0";"751.9";"754.9";"0.0";"99";"Wind blowing from the east";"2";"";"";"100%.";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"6.4";"16.4";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"50-100";"";"";"8.0";"10.9";"No precipitation";"3";"";"";"";"";
"21.06.2022 05:00";"9.0";"751.9";"754.9";"-0.3";"100";"Wind blowing from the south-southeast";"0";"";"";"";"Fog or ice fog, no appreciable change during the past hour. ";"Fog";"Fog";"6.4";"16.4";"";"";"50-100";"";"";"0.1";"9.0";"No precipitation";"3";"";"";"";"";
"21.06.2022 04:00";"6.5";"751.9";"754.9";"-0.4";"99";"Wind blowing from the south-southwest";"0";"";"";"70 – 80%.";"Fog ";"Fog";"No significant weather observed.";"6.4";"16.4";"";"70 – 80%.";"50-100";"";"";"";"6.3";"No precipitation";"3";"";"";"";"";
"21.06.2022 03:00";"7.3";"751.9";"754.9";"-0.3";"100";"Wind blowing from the west";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"6.9";"16.4";"";"";"Less than  50";"";"";"0.2";"7.3";"No precipitation";"3";"";"";"";"";
"21.06.2022 02:00";"7.7";"752.2";"755.2";"0.0";"97";"Wind blowing from the south-southeast";"0";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"7.3";"16.4";"";"";"";"";"";"35.0";"7.2";"No precipitation";"3";"";"";"";"";
"21.06.2022 01:00";"7.9";"752.3";"755.3";"-0.2";"97";"Wind blowing from the west-southwest";"0";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"7.9";"16.4";"";"";"";"";"";"35.0";"7.4";"No precipitation";"3";"";"";"";"";
"21.06.2022 00:00";"9.0";"752.2";"755.2";"-0.4";"97";"Wind blowing from the south-west";"1";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.8";"16.4";"";"";"";"";"";"35.0";"8.5";"No precipitation";"3";"";"";"";"";
"20.06.2022 23:00";"10.6";"752.2";"755.2";"-0.3";"92";"Wind blowing from the north-northwest";"0";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"10.5";"16.4";"";"";"";"";"";"35.0";"9.4";"No precipitation";"3";"";"";"";"";
"20.06.2022 22:00";"12.7";"752.5";"755.5";"-0.1";"81";"Wind blowing from the north";"1";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"12.6";"16.4";"";"";"";"";"";"35.0";"9.5";"No precipitation";"3";"";"";"";"";
